iter	MultiClass
629	0.1734484315
630	0.1733393365
631	0.1731865717
632	0.1731050538
633	0.173014424
634	0.1728994547
635	0.1728434932
636	0.1727689162
637	0.172652806
638	0.1725290191
639	0.1724134921
640	0.1723077927
641	0.1722200635
642	0.1721689913
643	0.1720773936
644	0.1719469794
645	0.1717321389
646	0.1714848231
647	0.1713680005
648	0.1712920002
649	0.1711979275
650	0.1710848842
651	0.1709579466
652	0.1708645996
653	0.1707782572
654	0.1706699542
655	0.1706219746
656	0.1705467917
657	0.1704115645
658	0.1702335264
659	0.1701210576
660	0.1700630308
661	0.1699995601
662	0.1698572199
663	0.1697190713
664	0.1696745613
665	0.1695632652
666	0.1694883338
667	0.1693975357
668	0.1693358168
669	0.1691615511
670	0.16901452
671	0.1689544916
672	0.1688306901
673	0.1687499926
674	0.1686416712
675	0.1685075541
676	0.1683699588
677	0.1682869647
678	0.1681511029
679	0.1680484371
680	0.1679038715
681	0.16778223
682	0.1676871124
683	0.1675652393
684	0.167510236
685	0.1673820694
686	0.1672686532
687	0.167153636
688	0.1670147938
689	0.1669306346
690	0.1667715275
691	0.1666875416
692	0.1665868328
693	0.1664772031
694	0.1663781741
695	0.1662474851
696	0.1660943698
697	0.1659555395
698	0.165881778
699	0.1657742494
700	0.1656795447
701	0.1655912003
702	0.1655039241
703	0.1653095151
704	0.1651702767
705	0.1651112975
706	0.1650432779
707	0.1649378017
708	0.1648125691
709	0.1647036348
710	0.1645902982
711	0.1645199855
712	0.164359186
713	0.1642867143
714	0.1641272805
715	0.1639723105
716	0.1638707982
717	0.1636752375
718	0.1635413223
719	0.1634668324
720	0.1633817187
721	0.1633063617
722	0.1632520922
723	0.163139352
724	0.1630581254
725	0.1629156455
726	0.1628528485
727	0.1626933713
728	0.1626181459
729	0.162577236
730	0.1624461886
731	0.1623700441
732	0.1622633637
733	0.1621792911
734	0.1621220164
735	0.1620200965
736	0.1619308939
737	0.1618360932
738	0.161745462
739	0.1616857615
740	0.1616209626
741	0.1615513929
742	0.1614709201
743	0.161423596
744	0.1613228247
745	0.1612222971
746	0.1611224758
747	0.161021908
748	0.1608963252
749	0.1608053011
750	0.1607228364
751	0.1605504999
752	0.1604632376
753	0.1603289463
754	0.1601791161
755	0.1600359965
756	0.1599617713
757	0.1598915275
758	0.1598256285
759	0.1597558358
760	0.1596911687
761	0.1595442096
762	0.1594247734
763	0.1592729876
764	0.1591773476
765	0.1590716883
766	0.1589827565
767	0.1589124109
768	0.1587872362
769	0.1586885901
770	0.1584870714
771	0.1583952457
772	0.1583105081
773	0.1582102586
774	0.1581639976
775	0.158088334
776	0.1579993022
777	0.1579205454
778	0.1578426121
779	0.157765626
780	0.1577225223
781	0.1576604415
782	0.1575063214
783	0.1574041242
784	0.1573440926
785	0.1572996328
786	0.1572360819
787	0.1571253789
788	0.157063727
789	0.1569816506
790	0.1568784387
791	0.1567835238
792	0.1567479437
793	0.1566714173
794	0.1566227936
795	0.1565536566
796	0.1564547971
797	0.1563622698
798	0.1561980926
799	0.1561589702
